Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
383,"","3-Methylacetophenone",91,0,16.5183197021488,0,0,0,0,0," "
384,"","Menthol",71.0999984741211,16.4223002115889,16.551422119141,16.3799662272139,16.4575836181644,827,1884.31550000003,92.4681777954102,"QM"
385,"","Octanoic acid",60,16.5704833984378,16.5621012369795,16.4787495930993,16.7441945393884,1595.45104980469,10737.2325099315,97.4920425415039,"M"
386,"","Linalool oxide<cis->(pyanoid)",68.0999984741211,0,16.5845255533857,0,0,0,0,0," "
387,"","Benzaldehyde, 2,4-dimethyl-",133,0,16.5845255533857,0,0,0,0,0," "
388,"T","Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-beta,5-alpha)",69,0,16.5920003255212,0,0,0,0,0,"D"
389,"","69",85.0999984741211,0,16.6784942626956,0,0,0,0,0," "
390,"T","Linalool oxide<trans->(pyranoid)",68,0,16.6881042480472,0,0,0,0,0," "
391,"","Terpinen-4-ol",71.0999984741211,0,16.6977152506514,0,0,0,0,0," "
392,"","Naphthalene-D8",136.100006103516,16.8245168050134,16.7532419840498,16.7398335774743,17.0009165445967,232010.0625,768165.596090266,99.8525772094727," "
393,"","70",85,0,16.827989705404,0,0,0,0,0," "
394,"","Naphthalene",128,16.9091837565108,16.8365325927738,16.8598002115889,16.9726999918623,3010,9573.77799999988,98.9911575317383," "
395,"","Ethanone, 1-(4-methylphenyl)-",119,0,16.8771097819014,0,0,0,0,0," "
396,"","p-Cymen-8-ol",135.100006103516,0,16.907008870443,0,0,0,0,0," "
397,"T","Butanoic acid, 3-hexenyl ester, (Z)-",67,0,16.9475860595707,0,0,0,0,0,"D"
398,"T","3,7-Octadiene-2,6-diol, 2,6-dimethyl-",82,0,17.0116556803389,0,0,0,0,0,"D"
399,"","158",82,0,17.0191304524743,0,0,0,0,0,"D"
400,"","109",109.199996948242,0,17.0533009847009,0,0,0,0,0," "
401,"","alpha-Terpineol",59.0999984741211,0,17.1056233723962,0,0,0,0,0," "
402,"T","Cryptone",96,0,17.1077596028649,0,0,0,0,0," "
403,"","p-Creosol",138,0,17.138726806641,0,0,0,0,0," "
404,"T","Myrtenol",79,0,17.1504740397139,0,0,0,0,0," "
405,"","Decanone<2->",58.0999984741211,0,17.1547444661462,0,0,0,0,0," "
406,"","Methyl salicylate",120,17.2549499511722,17.2027974446618,17.2055664062503,17.3646138509118,3054,10544.7987196114,99.3189544677734,"M"
407,"","1-Octanol, 3,7-dimethyl-",70.0999984741211,0,17.229644775391,0,0,0,0,0," "
408,"","110",68.9000015258789,0,17.2823059082035,0,0,0,0,0,"D"
409,"","126",97.0999984741211,0,17.334967041016,0,0,0,0,0," "
410,"","Safranal",107.099998474121,0,17.3790303548181,0,0,0,0,0," "
411,"","127",70.0999984741211,0,17.4144958496097,0,0,0,0,0,"D"
412,"","Catechol",110,0,17.4854268391931,0,0,0,0,0," "
413,"","Decanal",57.0999984741211,17.5372009277347,17.5380879720056,17.4525329589847,17.6218831380212,9891.5126953125,31037.7261643098,99.1354751586914," "
414,"T","Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-",107,0,17.5499104817712,0,0,0,0,0," "
415,"","197",69,17.6854003906254,17.5563578287764,17.6501159667972,17.7322123209639,1248.31628417969,1278.01450052887,95.0646514892578,"M"
416,"","128",83.0999984741211,0,17.6627563476566,0,0,0,0,0," "
417,"","129",87,0,17.7379862467451,0,0,0,0,0," "
418,"","Benzoic acid, 4-methyl-, methyl ester",119.099998474121,0,17.7530314127608,0,0,0,0,0," "
419,"","149",133,0,17.8099914550785,0,0,0,0,0," "
420,"","Formamide, N-phenyl-",93,0,17.8207397460941,0,0,0,0,0," "
421,"","3-Cyclohexene-1-acetaldehyde, ?,4-dimethyl-",94,0,17.862652587891,0,0,0,0,0,"D"
422,"","130",56.0999984741211,0,17.8766255696618,0,0,0,0,0,"D"
423,"","Ethanol, 2-phenoxy-",94,18.0946675618493,17.9346598307295,18.0382161458337,18.2120402018233,887.329772949219,5537.45994570882,93.4068450927734,"QM"
424,"","Benzofuran, 2,3-dihydro-",120,0,17.967974853516,0,0,0,0,0," "
425,"","131",88,0,17.9948445638024,0,0,0,0,0," "
426,"","Methenamine",42.0999984741211,0,18.0163370768233,0,0,0,0,0," "
427,"","Cyclocitral<beta->",137.100006103516,0,18.0206359863285,0,0,0,0,0," "
428,"","Benzothiazole",135,18.2005004882816,18.0582519531254,18.1511169433597,18.2993001302087,3153.6201171875,13075.6461,96.6057586669922,"Q"
429,"","5-Hydroxymethylfurfural",97,0,18.1367065429691,0,0,0,0,0," "
430,"","159",108,0,18.1528279622399,0,0,0,0,0," "
431,"","Nerol",93,0,18.2237589518233,0,0,0,0,0," "
432,"","Bornylene",121.099998474121,0,18.2839436848962,0,0,0,0,0," "
433,"","143",79.0999984741211,0,18.2925415039066,0,0,0,0,0," "
434,"T","Hexenyl valerate<3Z->",82,0,18.3108113606774,0,0,0,0,0," "
435,"T","cis-3-Hexenyl isovalerate",82,0,18.3108113606774,0,0,0,0,0," "
436,"T","Benzene, 2-methoxy-4-methyl-1-(1-methylethyl)-",149,0,18.3387532552087,0,0,0,0,0," "
437,"","111",91.0999984741211,0,18.36347249349,0,0,0,0,0," "
438,"T","Carvacrol, methyl ether",149,0,18.3946390787764,0,0,0,0,0," "
439,"","Quinoline",129,0,18.4387023925785,0,0,0,0,0," "
440,"","144",95,0,18.4655700683597,0,0,0,0,0," "
441,"","174",105,0,18.5182312011722,0,0,0,0,0," "
442,"","3,4-Dimethoxytoluene",152,0,18.5289794921879,0,0,0,0,0," "
443,"","Cuminaldehyde",148.100006103516,0,18.5816406250004,0,0,0,0,0," "
444,"","2-Butanone, 3-phenyl-",105,0,18.6654683430993,0,0,0,0,0," "
445,"","Caprolactam",55,19.0049336751306,18.698785400391,18.955533854167,19.1193664550785,510.519378662109,2661.45675345585,94.875617980957,"QM"
446,"","Carvone",82,18.7791341145837,18.7030843098962,18.736665852865,18.8366475423181,691.088012695313,1984.23634974118,91.833984375,"QM"
447,"T","Linalool acetate",93,0,18.7321004231775,0,0,0,0,0," "
448,"T","Isoquinoline",129,0,18.7535949707035,0,0,0,0,0," "
449,"","94",125,0,18.8771870930993,0,0,0,0,0," "
450,"","137",43,0,18.9556416829431,0,0,0,0,0,"D"
451,"","Benzaldehyde, 2,6-dichloro-",69.0999984741211,0,18.9997049967452,0,0,0,0,0," "
452,"","Geraniol",69.0999984741211,0,19.0040039062504,0,0,0,0,0," "
453,"","132",43.0999984741211,0,19.0126017252608,0,0,0,0,0,"D"
454,"","Benzene, 1,3-bis(1,1-dimethylethyl)-",175.100006103516,0,19.0222757975264,0,0,0,0,0," "
455,"","Phenylethyl acetate",104.099998474121,0,19.0598897298181,0,0,0,0,0," "
456,"","gamm-Octanolactone",85,0,19.0684875488285,0,0,0,0,0," "
457,"","beta-Homocyclocitral",151.100006103516,0,19.1361958821618,0,0,0,0,0," "
458,"","133",99.0999984741211,0,19.1888570149743,0,0,0,0,0," "
459,"","95",142.100006103516,0,19.3618855794275,0,0,0,0,0," "
460,"","Nonanoic acid",60,19.5341674804691,19.4790303548181,19.4000834147139,19.6611836751306,3460,19919.6899999998,97.6018371582031," "
461,"","Geranial",69.1999969482422,0,19.4790303548181,0,0,0,0,0,"D"
462,"","145",70.0999984741211,19.5270996093754,19.517720540365,19.4667460123702,19.6193745930994,649.60009765625,2524.78464049798,92.2965087890625,"QM"
463,"","151",85.0999984741211,0,19.62196858724,0,0,0,0,0,"D"
464,"","21",109,0,19.6939737955733,0,0,0,0,0," "
465,"","164",132,0,19.7197672526046,0,0,0,0,0," "
466,"T","Phenol, 4-ethyl-2-methoxy-",137,0,19.7756530761723,0,0,0,0,0," "
467,"","87",192.100006103516,0,19.8154174804691,0,0,0,0,0," "
468,"T","Phenol, p-tert-butyl-",135,0,19.9551310221358,0,0,0,0,0," "
469,"T","Phenol, m-tert-butyl-",135,0,20.0077921549483,0,0,0,0,0," "
470,"","Safrole",162.100006103516,0,20.0292867024744,0,0,0,0,0," "
471,"","Naphthalene, 2-methyl-",142,0,20.146431477865,0,0,0,0,0," "
472,"","Indole",117.099998474121,0,20.1582519531254,0,0,0,0,0," "
473,"T","Isoquinoline, 1-methyl-",143,0,20.2059122721358,0,0,0,0,0," "
474,"","96",82,0,20.2059122721358,0,0,0,0,0," "
475,"T","Geranyl formate",69,0,20.2270060221358,0,0,0,0,0," "
476,"","88",179.100006103516,0,20.2470458984379,0,0,0,0,0," "
477,"","Theaspirane",138,0,20.3873148600265,0,0,0,0,0," "
478,"T","Undecanal",43,20.5502827962244,20.3894246419275,20.5111796061202,20.6288269042973,745.998168945313,2575.3139328113,94.8370666503906,"QM"
479,"","120",71.0999984741211,0,20.561334228516,0,0,0,0,0," "
480,"","23",166,0,20.5634440104171,0,0,0,0,0," "
481,"","2-Hydroxy-5-methylacetophenone",135,0,20.575044759115,0,0,0,0,0," "
482,"T","Benzaldehyde, 4-ethoxy-",121,0,20.582427978516,0,0,0,0,0," "
483,"","165",79,0,20.608795166016,0,0,0,0,0," "
484,"","Naphthalene, 1-methyl-",141,0,20.630942789714,0,0,0,0,0," "
485,"","2-Methoxy-4-vinylphenol",150,20.8113667805994,20.7269165039067,20.7972493489587,20.8857035319015,491.679595947266,1059.1379947154,93.7149047851563,"QM"
486,"","139",99,0,20.7638305664067,0,0,0,0,0," "
487,"","153",147,0,20.8271097819015,0,0,0,0,0," "
488,"","97",138.100006103516,0,20.8524210611983,0,0,0,0,0," "
489,"","Methyl o-anisate",135,0,21.4177225748702,0,0,0,0,0," "
490,"T","Quinoline, 5-methyl-",143,0,21.4272135416671,0,0,0,0,0," "
491,"","170",84,0,21.4989298502608,0,0,0,0,0," "
492,"","Methyl anthranilate",119,0,21.502095540365,0,0,0,0,0," "
493,"","26",105,0,21.6392008463546,0,0,0,0,0," "
494,"","Phenol<2,6-dimethoxy->",154,0,21.7531046549484,0,0,0,0,0," "
495,"","Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester",71.0999984741211,21.8909830729171,21.8163838704431,21.8345336914067,21.9968343098963,5263,18602.0399999997,98.6157379150391," "
496,"","Geranic acid",69.0999984741211,0,21.8311503092452,0,0,0,0,0," "
497,"","3-Buten-2-one, 4-phenyl-",103.099998474121,0,21.92079671224,0,0,0,0,0," "
498,"","Eugenol",164,0,21.9534912109379,0,0,0,0,0," "
499,"","gamma-Nonalactone",85,0,22.0557922363286,0,0,0,0,0," "
500,"","n-Decanoic acid",73,22.2014668782557,22.1675882975265,22.1168009440109,22.3319539388025,994.650024414063,5301.6580019219,95.2444229125977,"QM"
501,"","157",98,0,22.2118835449223,0,0,0,0,0," "
502,"","Eugenol <dihydro->",137,0,22.2266479492192,0,0,0,0,0," "
503,"","266",145.100006103516,0,22.2414143880213,0,0,0,0,0," "
504,"T","Hexenyl hexenoate<3Z->",82,22.3567159016932,22.4038330078129,22.3073160807296,22.406099446615,279.497985839844,689.544299999984,93.8737945556641,"Q"
505,"","Propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester",71.0999984741211,22.4625508626307,22.4038330078129,22.4131673177088,22.5331176757817,5899.79931640625,18602.0757316031,98.3956604003906,"M"
506,"","Biphenyl",154,0,22.5219543457036,0,0,0,0,0," "
507,"T","Muurolene<alpha->",105,0,22.5739990234379,0,0,0,0,0," "
508,"","183",171,0,22.5852335611984,0,0,0,0,0," "
509,"","E-beta-Ionone",177.100006103516,0,22.5890116373702,0,0,0,0,0," "
510,"","5,6-epoxy-beta-Ionone",123.099998474121,0,22.5900126139327,0,0,0,0,0," "
511,"","4-Methylbiphenyl",168,0,22.6000203450525,0,0,0,0,0," "
512,"","176",154.100006103516,22.6460164388025,22.6040242513025,22.624849446615,22.6813008626307,807,1257.53449999999,95.5430068969727,"Q"
513,"","Menthyl lactate",83.0999984741211,0,22.605025227865,0,0,0,0,0," "
514,"","191",99,0,22.6140828450525,0,0,0,0,0," "
515,"","Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",163.100006103516,0,22.6330485026046,0,0,0,0,0," "
516,"T","Amorphene<alpha->",105,0,22.637622070313,0,0,0,0,0," "
517,"","172",165.100006103516,0,22.6446289062505,0,0,0,0,0," "
518,"","Naphthalene, 1-isocyano-",153,0,22.647094726563,0,0,0,0,0," "
519,"","171",177.100006103516,0,22.6536356608077,0,0,0,0,0," "
520,"","gamma-Decanolactone",85,0,22.662642415365,0,0,0,0,0," "
521,"","161",119,0,22.6801045735682,0,0,0,0,0," "
522,"","Undecanoic acid",60,0,22.6816589355473,0,0,0,0,0,"D"
523,"","177",105,0,22.689536539714,0,0,0,0,0," "
524,"","190",166.100006103516,0,22.7046773274744,0,0,0,0,0," "
525,"","Geranylacetone",151.100006103516,0,22.7142557779952,0,0,0,0,0," "
526,"","Isoeugenol",164,0,22.724692789714,0,0,0,0,0," "
527,"","1-(4-tert-Butylphenyl)propan-2-one",147.100006103516,0,22.726694742839,0,0,0,0,0," "
528,"","Damascenone<(E)-beta->",121.099998474121,0,22.7360514322921,0,0,0,0,0," "
529,"","delta-Decalactone",99,0,22.7390502929692,0,0,0,0,0," "
530,"","Dehydro-beta-ionone",147,0,22.7833109537765,0,0,0,0,0," "
531,"","1,4-DIacetylbenzene",147,0,22.7871724446619,0,0,0,0,0," "
532,"","alpha-Ionone",121,0,22.7973225911463,0,0,0,0,0," "
533,"","Pyrethrone",91.0999984741211,0,22.7977518717452,0,0,0,0,0," "
534,"","194",67,0,22.808188883464,0,0,0,0,0," "
535,"","189",144,0,22.8093322753911,0,0,0,0,0," "
536,"T","Coumarin",118,0,22.8160522460942,0,0,0,0,0," "
537,"T","1,4-Dimethylnaphthalene",156,0,22.8253458658859,0,0,0,0,0," "
538,"","Naphthalene, 2,6-dimethyl-",156.100006103516,0,22.8347819010421,0,0,0,0,0," "
539,"","Cedr-8-ene",119.099998474121,0,22.8403584798182,0,0,0,0,0," "
540,"","27",175.100006103516,0,22.845933024089,0,0,0,0,0," "
541,"","160",111,0,22.8467915852869,0,0,0,0,0," "
542,"T"," Caryophyllene<E->",93,0,22.8572285970057,0,0,0,0,0," "
543,"T","Pentanoic acid, 2-ethylhexyl ester",85,0,22.8819620768234,0,0,0,0,0," "
544,"","Z-Jasmone",79.0999984741211,0,22.9038370768234,0,0,0,0,0," "
545,"","Vanillin",151,23.3446004231776,22.9124165852869,23.2333150227869,23.4353800455734,540.829223632813,2474.87774073496,92.8569107055664,"QM"
546,"T","Longifolene",161,0,22.9138448079432,0,0,0,0,0," "
547,"","Dodecanal",82,23.3516499837244,22.9719991048182,23.2881490071619,23.443383789063,819.509460449219,2553.78199466808,90.8795623779297,"QM"
548,"T","Cadinene<gamma->",161,0,23.2955098470057,0,0,0,0,0," "
549,"T","Farnesene<(E,E)-alpha->",93,0,23.4039713541671,0,0,0,0,0," "
550,"","195",111,0,23.5383707682296,0,0,0,0,0," "
551,"","Phenol, 2,4-bis(1,1-dimethylethyl)-",191.100006103516,0,23.7364318847661,0,0,0,0,0," "
552,"","o-Hydroxybiphenyl",170,0,23.7953776041671,0,0,0,0,0," "
553,"","Butylated Hydroxytoluene",205.100006103516,0,23.8283874511724,0,0,0,0,0," "
554,"T","Cadinene<delta->",161,0,23.8496093750005,0,0,0,0,0," "
555,"","Dibenzofuran",168,0,23.8920511881515,0,0,0,0,0," "
556,"","162",165.100006103516,0,24.042954508464,0,0,0,0,0," "
557,"","184",83,0,24.106616210938,0,0,0,0,0," "
558,"T"," Calamenene<cis->",159,0,24.1254801432296,0,0,0,0,0," "
559,"","202",162,0,24.132554117839,0,0,0,0,0," "
560,"","163",165,0,24.1891418457036,0,0,0,0,0," "
561,"T","1H-Indole, 1,2,3-trimethyl-",158,0,24.2362996419276,0,0,0,0,0," "
562,"","178",124,0,24.4791605631515,0,0,0,0,0," "
563,"","Dihydroactinidiolide",111,25.0804667154953,24.8257690429692,25.0240173339849,25.1580830891932,1033,3698.73399999998,91.7361068725586,"QM"
564,"","Dodecanol<N->",55.0999984741211,25.0804667154953,25.073999023438,24.946400960287,25.2074829101568,3101.4443359375,11802.5913999999,95.3423538208008,"Q"
565,"","Calacorene<alpha->",157,0,25.6345174153651,0,0,0,0,0," "
566,"","Elemicin",208.100006103516,0,26.1367451985682,0,0,0,0,0," "
567,"","Dodecanoic acid",73.0999984741211,0,26.3678161621099,0,0,0,0,0," "
568,"","Benzoic acid, 4-ethoxy-, ethyl ester",121,26.4776326497401,26.4280008951828,26.4423502604172,26.5481994628912,1259,3786.52550000017,97.9339065551758," "
569,"","Nerolidol<E->",93.0999984741211,0,26.5918151855474,0,0,0,0,0," "
570,"","gamma-Undecalatone",85,0,27.0846089680995,0,0,0,0,0," "
571,"","Diethyltoluamide",118.900001525879,0,27.457153320313,0,0,0,0,0," "
572,"T","Hexenyl benzoate<2E->",105,0,27.4854471842453,0,0,0,0,0," "
573,"","Fluorene",166.100006103516,0,27.6198465983078,0,0,0,0,0," "
574,"","Caryophyllene oxide",79,0,27.9688110351568,0,0,0,0,0," "
575,"","Fokienol",93,0,28.1331644694016,0,0,0,0,0," "
576,"","Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester",71.0999984741211,28.2981669108079,28.2015523274745,28.1923339843756,28.3969665527349,12188.5546875,49492.9921,95.685432434082," "
577,"","Cedrol",150.100006103516,0,28.3618347167974,0,0,0,0,0," "
578,"","Benzophenone",105,0,28.7956644694016,0,0,0,0,0," "
579,"","179",217.100006103516,0,28.8918355305995,0,0,0,0,0," "
580,"",".tau.-Cadinol",161.100006103516,0,28.9217549641933,0,0,0,0,0," "
581,"T","Murrolol<epi-alpha-> (=tau-muurolol)",95,0,28.9559468587245,0,0,0,0,0," "
582,"","Methyl jasmonate",83,0,29.0254028320318,0,0,0,0,0," "
583,"T","Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",233,0,29.0414306640631,0,0,0,0,0," "
584,"","alpha-Muurolol",161.100006103516,0,29.0788309733079,0,0,0,0,0," "
585,"","198",208,0,29.0991333007818,0,0,0,0,0," "
586,"","Methyl dihydrojasmonate<cis->",83,0,29.2070556640631,0,0,0,0,0," "
587,"","Cadinol<alpha->",121,0,29.3833679199225,0,0,0,0,0," "
588,"T","Tridecanoic acid",73,0,29.7851420084641,0,0,0,0,0," "
589,"T","Tetradecanol<N->",55,30.1328328450527,29.9272583007818,30.0693176269537,30.1892842610683,661.116027832031,2358.46679999997,96.733757019043,"Q"
590,"T","Cadalene",183,0,29.9753417968756,0,0,0,0,0," "
591,"","1,1'-Biphenyl, 3,4-diethyl-",195.100006103516,0,30.1452412923183,0,0,0,0,0," "
592,"T","Benzoic acid, 2-ethylhexyl ester",105,31.007816569011,30.7992919921881,30.9584330240892,31.0713338216152,1030,3507.78849999994,96.4654006958008," "
593,"","201",193,0,31.54535522461,0,0,0,0,0," "
594,"","Tetradecanoic acid",73,0,31.9259785970058,0,0,0,0,0," "
595,"","Benzyl Benzoate",105,0,32.137434895834,0,0,0,0,0," "
596,"","3,5-di-tert-Butyl-4-hydroxybenzaldehyde",219.100006103516,0,32.1406880696621,0,0,0,0,0," "
597,"","Anthracene",178,32.7436828613288,32.2903340657559,32.6942993164069,32.8213175455736,2283,7653.15949999987,99.0457077026367," "
598,"T","Salicylate<2-ethylhexyl->",120,33.2164672851569,33.042171223959,33.1670674641934,33.2799662272142,975,3230.30649999995,97.2005157470703," "
599,"T","Isopropyl tetradecanoate",102,33.5128336588548,33.3737955729173,33.4746012369798,33.5562072753913,300,827.792499999984,91.7847900390625,"QM"
600,"","Pentadecanoic acid",60,0,34.1821248372403,0,0,0,0,0," "
601,"T","Hexadecanol<N->",55,34.7335815429694,34.6326538085944,34.6412190755215,34.7938476562507,512.557006835938,2116.98717686911,98.0942306518555,"M"
