Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
1,"","Trimethylamine",58.0999984741211,0,1.60249443054202,0,0,0,0,0," "
2,"","2-Propenal",56.0999984741211,0,1.61184857686364,0,0,0,0,0," "
3,"","Ethyl alcohol",45.0999984741211,0,1.61886418660485,0,0,0,0,0," "
4,"","41",43.0999984741211,0,1.62626953125003,0,0,0,0,0," "
5,"","71",43.0999984741211,0,1.64965476989749,0,0,0,0,0," "
6,"","1",42.0999984741211,0,1.65160357157393,0,0,0,0,0," "
7,"","80",46.0999984741211,0,1.66056798299157,0,0,0,0,0," "
8,"","1,4-Pentadiene",67.0999984741211,0,1.66602452596032,0,0,0,0,0," "
9,"","Dimethyl sulfide",62,0,1.684342956543,0,0,0,0,0," "
10,"","2-Propenenitrile",53.0999984741211,0,1.68824055989587,0,0,0,0,0," "
11,"","1,3-Cyclopentadiene",66.0999984741211,0,1.70616925557458,0,0,0,0,0," "
12,"","2-Propen-1-ol",57.0999984741211,0,1.7225390116374,0,0,0,0,0," "
13,"","45",60,0,1.74241650899255,0,0,0,0,0," "
14,"","1-Propanol",59.0999984741211,0,1.74241650899255,0,0,0,0,0," "
15,"","Cyclopentene",67.0999984741211,0,1.74397544860843,0,0,0,0,0," "
16,"","Propanal, 2-methyl-",43.0999984741211,0,1.7478730519613,0,0,0,0,0," "
17,"","Propane, 2-methoxy-2-methyl-",73.0999984741211,0,1.76073493957523,0,0,0,0,0," "
18,"","Pentane, 2-methyl-",43.0999984741211,0,1.76073493957523,0,0,0,0,0," "
19,"","Methacrolein",41.0999984741211,0,1.76969935099287,0,0,0,0,0," "
20,"","2,3-Dihydrofuran",70.0999984741211,0,1.79113591512048,0,0,0,0,0," "
21,"","Pentane, 3-methyl-",57.0999984741211,0,1.79308458964034,0,0,0,0,0," "
22,"","2,3-Butanedione",43.0999984741211,0,1.80594660441084,0,0,0,0,0," "
23,"","1-Pentene, 2-methyl-",56.0999984741211,0,1.80945434570316,0,0,0,0,0," "
24,"","Butanal",44.0999984741211,0,1.81335194905603,0,0,0,0,0," "
25,"","2-Butanone",43.0999984741211,0,1.8293318430583,0,0,0,0,0," "
26,"","Acetic acid",43.0999984741211,0,1.83556798299157,0,0,0,0,0," "
27,"","2-Butanol",45.0999984741211,0,1.83946545918786,0,0,0,0,0," "
28,"","Furan, 2-methyl-",82.0999984741211,0,1.85349667867028,0,0,0,0,0," "
29,"T","Methyl vinyl ketone",55,0,1.85973269144698,0,0,0,0,0," "
30,"","Hexane<N->",57.0999984741211,0,1.88000005086267,0,0,0,0,0," "
31,"","Furan, 3-methyl-",82.0999984741211,0,1.88038978576664,0,0,0,0,0," "
32,"","Ethyl acetate",61,0,1.88584632873539,0,0,0,0,0," "
33,"","Propane, 2-ethoxy-2-methyl-",59.0999984741211,0,1.90338528951013,0,0,0,0,0," "
34,"","1-Propanol, 2-methyl-",43.0999984741211,0,1.90416475931807,0,0,0,0,0," "
35,"","Isobutyronitrile",68,0,1.91468823750818,0,0,0,0,0," "
36,"","Cyclopentane, methyl-",56.0999984741211,0,1.92716039021814,0,0,0,0,0," "
37,"","1,3-Pentadiene, 2-methyl-, (E)-",67,0,1.95795097351078,0,0,0,0,0," "
38,"","Amylene Hydrate",59.0999984741211,0,1.96184857686365,0,0,0,0,0," "
39,"","2,4-Hexadiene, (Z,Z)-",67.0999984741211,0,1.97276166280115,0,0,0,0,0," "
40,"","4",79.0999984741211,0,1.9910802205404,0,0,0,0,0," "
41,"","Cyclopentene, 3-methyl-",67.0999984741211,0,2.01992200215662,0,0,0,0,0," "
42,"","Butanal, 3-methyl-",58.0999984741211,0,2.02187080383305,0,0,0,0,0," "
43,"","15",70,0,2.02342987060551,0,0,0,0,0," "
44,"","2-Propanone, 1-hydroxy-",43.0999984741211,0,2.03278401692712,0,0,0,0,0," "
45,"","25",87,0,2.03278401692712,0,0,0,0,0," "
46,"","Benzene",78.0999984741211,0,2.03278401692712,0,0,0,0,0," "
47,"","1-Butanol",56.0999984741211,0,2.05616925557459,0,0,0,0,0," "
48,"","Butanal, 2-methyl-",57.0999984741211,0,2.06162579854334,0,0,0,0,0," "
49,"","5",79,0,2.09943211873377,0,0,0,0,0," "
50,"","Hexane, 3-methyl-",43.0999984741211,0,2.10683746337895,0,0,0,0,0," "
51,"","1-Penten-3-ol",57.0999984741211,0,2.12476615905766,0,0,0,0,0," "
52,"","Butane, 2-methoxy-2-methyl-",73.0999984741211,0,2.12866363525395,0,0,0,0,0," "
53,"","6",66.9000015258789,0,2.14503351847335,0,0,0,0,0," "
54,"","2-Pentanone",43.0999984741211,0,2.16841862996424,0,0,0,0,0," "
55,"","Triethylamine",86.0999984741211,0,2.17075729370122,0,0,0,0,0," "
56,"T","Ethyl vinyl ketone",55,0,2.17582397460942,0,0,0,0,0," "
57,"","Formic acid, 2-methylpropyl ester",56.0999984741211,0,2.18128051757817,0,0,0,0,0," "
58,"","Propanoic acid",74.0999984741211,0,2.1832293192546,0,0,0,0,0," "
59,"","7",56.0999984741211,0,2.18868586222335,0,0,0,0,0," "
60,"","Pentandione<2,3->",57,0,2.20700454711918,0,0,0,0,0," "
61,"","Pentanal",58.0999984741211,0,2.21752777099614,0,0,0,0,0," "
62,"","Heptane",43.0999984741211,0,2.23000005086267,0,0,0,0,0," "
63,"","Ethyl furan<2->",81.0999984741211,0,2.31859512329106,0,0,0,0,0," "
64,"","2-Butanone, 3-hydroxy-",45.0999984741211,0,2.42406514485682,0,0,0,0,0," "
65,"","Propane, 2-methyl-2-(1-methylethoxy)-",59.0999984741211,0,2.51898854573573,0,0,0,0,0," "
66,"T","Ethoxy ethanol<2->",59,0,2.59070816040044,0,0,0,0,0," "
67,"","2-Propenoic acid, 2-methyl-, methyl ester",100.099998474121,0,2.60125528971359,0,0,0,0,0," "
68,"T","1-Pentene, 2,4,4-trimethyl-",57,0,2.62445882161464,0,0,0,0,0," "
69,"T","1-Butanol, 3-methyl-",55,0,2.68774083455409,0,0,0,0,0," "
70,"","11",96,0,2.72149124145513,0,0,0,0,0," "
71,"T","Butanenitrile, 2-methyl-",55,0,2.79110183715826,0,0,0,0,0," "
72,"","155",103,0,2.84383697509771,0,0,0,0,0," "
73,"","Cyclohexane, methyl-",83.0999984741211,0,2.93032251993821,0,0,0,0,0," "
74,"","Buten-1-ol<3-methyl-3->",56,0,3.08641840616868,0,0,0,0,0," "
75,"","1,3-Diazine",80,0,3.10962193806972,0,0,0,0,0," "
76,"","Pentane, 2,2,3-trimethyl-",57.0999984741211,0,3.20665461222337,0,0,0,0,0," "
77,"T","2-Propenoic acid",72,0,3.2973589579265,0,0,0,0,0," "
78,"","3-Penten-2-one, (E)-",69.0999984741211,0,3.39228210449226,0,0,0,0,0," "
79,"","Methyl Isobutyl Ketone",58.0999984741211,0,3.4154856363933,0,0,0,0,0," "
80,"T","Butanenitrile, 3-methyl-",43,0,3.44923604329434,0,0,0,0,0," "
81,"","2-Butenal, 2-methyl-",84.0999984741211,0,3.46400197347012,0,0,0,0,0," "
82,"","Pyridine",79,0,3.55470631917325,0,0,0,0,0," "
83,"","Disulfide, dimethyl",94,0,3.58634745279955,0,0,0,0,0," "
84,"","4-Penten-2-one, 4-methyl-",43.0999984741211,0,3.7255681355795,0,0,0,0,0,"D"
85,"","Pentane, 2,3,4-trimethyl-",43.0999984741211,0,3.73189646403002,0,0,0,0,0," "
86,"","Pentane, 2,3,3-trimethyl-",71.0999984741211,0,3.90275828043628,0,0,0,0,0," "
87,"","Penten-1-al<2E->",83,0,3.91752395629891,0,0,0,0,0," "
88,"","46",117,0,3.92596155802417,0,0,0,0,0," "
89,"","Propanoic acid, 2-methyl-",43.0999984741211,0,3.92596155802417,0,0,0,0,0," "
90,"","99",117,0,3.92596155802417,0,0,0,0,0," "
91,"","Pyrrole",67.0999984741211,0,3.95971196492521,0,0,0,0,0," "
92,"","1-Heptene, 4-methyl-",70.0999984741211,0,4.00611902872729,0,0,0,0,0," "
93,"","Hexane, 2,3-dimethyl-",70.0999984741211,0,4.08838577270516,0,0,0,0,0," "
94,"","Pentanal, 2-methyl-",58.0999984741211,0,4.13690210978198,0,0,0,0,0," "
95,"","Furan, tetrahydro-2,2,5,5-tetramethyl-",113.099998474121,0,4.20229365030933,0,0,0,0,0," "
96,"","1-Pentanol",55.0999984741211,0,4.31409200032561,0,0,0,0,0," "
97,"","Heptane, 4-methyl-",71.0999984741211,0,4.34573313395191,0,0,0,0,0," "
98,"","2-Penten-1-ol, (E)-",57,0,4.38792114257821,0,0,0,0,0," "
99,"","Hexane, 3,4-dimethyl-",56.0999984741211,0,4.44276580810556,0,0,0,0,0," "
100,"","Pentenol<2Z->",57.0999984741211,0,4.45964101155608,0,0,0,0,0," "
101,"","63",43.0999984741211,0,4.47440694173186,0,0,0,0,0,"D"
102,"","Heptane, 3-methyl-",57.0999984741211,0,4.57987721761077,0,0,0,0,0," "
103,"T","Propyl aldoxime, 2-methyl-, anti-",70,0,4.60308074951181,0,0,0,0,0," "
104,"","12",56,0,4.64526875813811,0,0,0,0,0," "
105,"T","2-Buten-1-ol, 2-methyl-",71,0,4.73597310384124,0,0,0,0,0," "
106,"","Cyclobutene, 1,2,3,4-tetramethyl-",95.0999984741211,0,4.74230143229176,0,0,0,0,0," "
107,"","Toluene",91.0999984741211,4.98408355712901,4.9000000000001,4.8711664835613,5.0687500000001,2312,16368.831,99.8896026611328," "
108,"","Hexane, 2,2,4-trimethyl-",57.0999984741211,0,4.93636678059906,0,0,0,0,0,"D"
109,"T","2,4-Pentanedione",85,0,4.96589813232432,0,0,0,0,0," "
110,"","2-Butenal, 3-methyl-",84.0999984741211,0,4.97644551595062,0,0,0,0,0," "
111,"","Butanoic acid",60,0,5.03339945475271,0,0,0,0,0," "
112,"","3-Hexanone",57.2000007629395,0,5.06504007975271,0,0,0,0,0,"D"
113,"","1-Heptene, 2-methyl-",56.0999984741211,0,5.12832234700531,0,0,0,0,0," "
114,"","2-Hexanone",43.0999984741211,0,5.17894795735687,0,0,0,0,0,"D"
115,"","Cyclopentanone",55.0999984741211,5.40746663411469,5.1852762858074,5.27268981933604,5.54007670084646,826.665832519531,6818.19206416803,94.5568923950195,"QM"
116,"","Heptane, 3-methylene-",70.0999984741211,0,5.2274642944337,0,0,0,0,0," "
117,"","Methyl pyruvate",43.0999984741211,0,5.24223022460948,0,0,0,0,0," "
118,"","2-Octene, (Z)-",83.0999984741211,0,5.31395009358735,0,0,0,0,0," "
119,"","3-Pentanone, 2,4-dimethyl-",43.0999984741211,0,5.41309204101573,0,0,0,0,0," "
120,"","36",133,0,5.42785797119151,0,0,0,0,0," "
121,"","72",84,0,5.54224700927745,0,0,0,0,0," "
122,"","3-Penten-2-one, 4-methyl-",83.0999984741211,0,5.55858256022147,0,0,0,0,0," "
123,"","Hexanal",56.0999984741211,5.62619984944673,5.55858256022147,5.49919993082693,5.73723195393892,2741.021484375,19355.6050044105,98.5598602294922,"M"
124,"","8",70.0999984741211,0,5.59778900146496,0,0,0,0,0," "
125,"T","2-Hexene, 3,5-dimethyl-",70,0,5.67184499104829,0,0,0,0,0," "
126,"","3-Octene, (E)-",70.0999984741211,0,5.81669057210298,0,0,0,0,0," "
127,"","13",70,0,5.82104644775402,0,0,0,0,0," "
128,"","140",44,0,5.85589650472017,0,0,0,0,0,"D"
129,"","1H-Pyrrole, 1-ethyl-",80.0999984741211,0,5.89619191487642,0,0,0,0,0," "
130,"","3-Furaldehyde",95,0,5.90054829915376,0,0,0,0,0," "
131,"","Hexane, 2,3,5-trimethyl-",85.1999969482422,0,5.93104197184257,0,0,0,0,0," "
132,"","Butyl acetate",56.0999984741211,0,5.93539835611991,0,0,0,0,0,"D"
133,"T","Heptane, 2,4-dimethyl-",85,0,6.13251851399752,0,0,0,0,0," "
134,"","66",98,0,6.28498687744153,0,0,0,0,0," "
135,"","2-Cyclopenten-1-one",82,6.51531677246107,6.33399505615247,6.45886688232435,6.64776204427097,587.819152832031,3507.81553911388,92.9721527099609,"QM"
136,"","22",98.0999984741211,0,6.33835093180351,0,0,0,0,0," "
137,"","Furfural",96,6.4941335042319,6.35686492919935,6.43768310546888,6.749161275228,2337.96264648438,15232.8961078024,99.0401000976563,"M"
138,"","Dimethyl Sulfoxide",63,0,6.36122131347669,0,0,0,0,0," "
139,"","18",57.0999984741211,0,6.42983245849622,0,0,0,0,0," "
140,"","1H-Pyrrole, 2-methyl-",80,0,6.55180714925143,0,0,0,0,0," "
141,"","2,4-Dimethyl-1-heptene",70.0999984741211,0,6.57576649983737,0,0,0,0,0," "
142,"","Isovaleric acid",60,6.81168314615899,6.60408223470065,6.78344980875665,6.86106669108087,804,1959.14700000001,94.6777725219727,"Q"
143,"","1-Hexen-3-yne, 2,5,5-trimethyl-",107.099998474121,0,6.63130849202487,0,0,0,0,0," "
144,"T","Cyclohexane, 1,2,4-trimethyl-",55,0,6.63457590738946,0,0,0,0,0," "
145,"","Benzene, chloro-",111.900001525879,0,6.6639806111655,0,0,0,0,0," "
146,"","2-Hexenal, (E)-",83.0999984741211,0,6.83387400309258,0,0,0,0,0," "
147,"","Butanoic acid<2-methyl->",74,0,6.8502100626629,0,0,0,0,0," "
148,"","2-Furanmethanol",98,7.22094980875665,6.93733520507826,7.20079956054702,7.25351969401056,562.454895019531,1037.00851949717,97.2354431152344,"M"
149,"","3-Hexen-1-ol, (Z)-",67,0,6.96891784667983,0,0,0,0,0," "
150,"","73",43.0999984741211,0,6.97654113769545,0,0,0,0,0," "
151,"T","Butyl aldoxime, 3-methyl-, syn-",59,0,7.03752899169936,0,0,0,0,0," "
152,"","10",109.099998474121,0,7.04515228271498,0,0,0,0,0," "
153,"","Ethylbenzene",91.0999984741211,0,7.06039886474623,0,0,0,0,0," "
154,"T","Hexenol<2E->",57,0,7.16386006673191,0,0,0,0,0," "
155,"T","Butyl aldoxime, 2-methyl-, syn-",73,0,7.16386006673191,0,0,0,0,0," "
156,"T","Octane, 4-methyl-",85,0,7.18999735514337,0,0,0,0,0," "
157,"","146",43,0,7.25098470052098,0,0,0,0,0," "
158,"","p-Xylene",91,7.2915166219077,7.2836568196616,7.23451792399103,7.36206665039077,1091.12487792969,3982.96606793011,97.3163986206055,"M"
159,"","2(3H)-Furanone, 5-methyl-",55,0,7.29128011067723,0,0,0,0,0," "
160,"","1-Hexanol",56.0999984741211,0,7.29128011067723,0,0,0,0,0," "
161,"","74",43.0999984741211,0,7.30761617024754,0,0,0,0,0," "
