Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
1,"","Benzaldehyde, 4-hydroxy-3,5-dimethoxy-",182.100006103516,0,29.8858500162766,0,0,0,0,0," "
2,"","Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-",83,15.4275004069014,15.4909332275394,15.3780995686852,15.4980499267581,1400.11840820313,4015.98750000005,98.6382064819336," "
3,"","10,18-Bisnorabieta-8,11,13-triene",227.199996948242,38.3395345052091,38.3253987630216,38.2901326497404,38.3959838867195,639,1488.32100000005,98.0840911865234," "
4,"","20 (DCSE)",149,0,28.2417175292974,0,0,0,0,0,"D"
5,"","21 (DCSE)",178.100006103516,0,31.6428833007819,0,0,0,0,0," "
6,"","19 (DCSE)",243.199996948242,36.7518513997403,36.7022664388028,36.6883341471361,36.7871337890632,1002,3346.02150000001,98.82080078125," "
7,"","22 (DCSE)",74,0,4.32778320312509,0,0,0,0,0,"D"
8,"","16 (DCSE)",69.0999984741211,19.5907491048181,19.6895324707035,19.5484171549483,19.6966003417973,433.456695556641,1719.43020000005,91.3998260498047,"Q"
9,"","17 (DCSE)",190.199996948242,35.5734334309903,35.587532552084,35.5593180338549,35.6369506835945,475,891.653499999974,98.5309295654297," "
10,"","7 (DCSE)",190.199996948242,35.9403686523445,35.926232910157,35.8940714518236,35.9584431966153,452,439.790499999998,96.924560546875,"QM"
11,"","15 (DCSE)",133,8.37818349202491,8.38523356119808,8.30054982503272,8.66748352050799,65212.5234375,222886.203500001,98.7416152954102," "
12,"","12 (DCSE)",45,4.96289978027354,4.96289978027354,4.93466644287119,5.11813354492198,5279.099609375,16007.9323751745,95.1799163818359,"M"
13,"","13 (DCSE)",151,15.5897837320967,15.5756835937503,15.5404001871748,15.6744669596357,1649,5342.38849999997,97.109504699707," "
14,"","14 (DCSE)",177.100006103516,0,25.4193339029953,0,0,0,0,0," "
15,"","10 (DCSE)",43,4.06673329671232,3.9819999694825,3.99616673787443,4.15141677856454,23343,33779.5879999997,99.5395431518555," "
16,"","1 (DCSE)",43,8.1382664998374,8.15936686197933,8.06063334147152,8.21588338216162,1082.80480957031,4614.71297602844,94.9552993774414,"Q"
17,"","2 (DCSE)",193,9.7823994954429,9.82466634114603,9.72595011393249,9.86001688639343,7654,27753.2560000003,99.7264251708984," "
18,"","3 (DCSE)",86.0999984741211,0,9.98696695963562,0,0,0,0,0,"D"
19,"","4 (DCSE)",59.0999984741211,0,11.6593332926435,0,0,0,0,0," "
20,"","5 (DCSE)",267,14.6724670410159,14.6371164957685,14.6160166422529,14.7712504069013,15985,51764.3210000009,99.0889282226563,"M"
21,"","6 (DCSE)",83,19.3578999837243,19.449566650391,19.3085001627608,19.4284505208337,1201,3792.31700000004,96.9456100463867,"Q"
22,"","9 (DCSE)",43,0,23.5634338378911,0,0,0,0,0,"D"
23,"","18 (DCSE)",135.100006103516,28.4323832194016,28.488783772787,28.3829996744797,28.5311828613287,4727.20458984375,17128.6386999999,99.4636306762695," "
24,"","11 (DCSE)",179.100006103516,34.3597330729174,34.366731770834,34.3032836914069,34.4161824544278,2458,8525.90250000027,98.6133270263672," "
25,"","Formamide, N,N-dibutyl-",72.0999984741211,20.3951843261723,20.4797993977869,20.3246175130212,20.5574829101567,6761,27618.1039999996,99.2713241577148," "
26,"","2-Methyl-1-undecanol",57.0999984741211,0,21.2629333496098,0,0,0,0,0,"D"
27,"","Phenol, 2,6-dimethoxy-4-(2-propenyl)-",194.100006103516,0,30.7961161295579,0,0,0,0,0," "
28,"","Phenol, 2-methoxy-4-(1-propenyl)-",164.100006103516,0,24.5441670735682,0,0,0,0,0," "
29,"","trans-?-Bergamotene",119.099998474121,0,24.2054667154953,0,0,0,0,0," "
30,"","29.22 Tridecanal",57.0999984741211,25.9697163899745,26.0261006673182,25.9132670084641,26.0228291829432,614.519775390625,2171.45790250963,95.3094024658203,"QM"
31,"","5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",43,24.4737670898442,24.558384195964,24.4314168294276,24.5513834635422,3666,10655.7160000005,99.4569854736328," "
